# Assembly name:  hs38d1
# Description:    Decoy version 1 for GRCh38
# Organism name:  Homo sapiens (human)
# Isolate:  Pool of 254 public SGDP samples
# Sex:  pooled male and female
# Taxid:          9606
# BioSample:      SAMN03200031
# BioProject:     PRJNA267742
# Submitter:      Harvard Medical School
# Date:           2014-12-18
# Assembly type:  haploid
# Release type:   major
# Assembly level: Scaffold
# Genome representation: partial
# Assembly method: fermi2 v. r167
# Expected final version: No
# Genome coverage: 30.0x
# Sequencing technology: Illumina HiSeq short-insert PCR-free
# Excluded from RefSeq: partial
# GenBank assembly accession: GCA_000786075.2
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000786095.2		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
decoy20310	unplaced-scaffold	na	na	JTFH01001478.1	<>	na	Primary Assembly	1432	na
decoy20312	unplaced-scaffold	na	na	JTFH01001479.1	<>	na	Primary Assembly	1430	na
decoy20313	unplaced-scaffold	na	na	JTFH01001480.1	<>	na	Primary Assembly	1430	na
decoy20314	unplaced-scaffold	na	na	JTFH01001481.1	<>	na	Primary Assembly	1429	na
decoy20315	unplaced-scaffold	na	na	JTFH01001482.1	<>	na	Primary Assembly	1429	na
decoy20316	unplaced-scaffold	na	na	JTFH01001483.1	<>	na	Primary Assembly	1429	na
decoy20317	unplaced-scaffold	na	na	JTFH01001484.1	<>	na	Primary Assembly	1426	na
decoy20318	unplaced-scaffold	na	na	JTFH01001485.1	<>	na	Primary Assembly	1426	na
decoy20319	unplaced-scaffold	na	na	JTFH01001486.1	<>	na	Primary Assembly	1420	na
decoy20320	unplaced-scaffold	na	na	JTFH01001487.1	<>	na	Primary Assembly	1416	na
decoy20321	unplaced-scaffold	na	na	JTFH01001488.1	<>	na	Primary Assembly	1416	na
decoy20322	unplaced-scaffold	na	na	JTFH01001489.1	<>	na	Primary Assembly	1415	na
decoy20323	unplaced-scaffold	na	na	JTFH01001490.1	<>	na	Primary Assembly	1415	na
decoy20324	unplaced-scaffold	na	na	JTFH01001491.1	<>	na	Primary Assembly	1414	na
decoy20325	unplaced-scaffold	na	na	JTFH01001492.1	<>	na	Primary Assembly	1413	na
decoy20326	unplaced-scaffold	na	na	JTFH01001493.1	<>	na	Primary Assembly	1410	na
decoy20327	unplaced-scaffold	na	na	JTFH01001494.1	<>	na	Primary Assembly	1405	na
decoy20328	unplaced-scaffold	na	na	JTFH01001495.1	<>	na	Primary Assembly	1402	na
decoy20329	unplaced-scaffold	na	na	JTFH01001496.1	<>	na	Primary Assembly	1398	na
decoy20330	unplaced-scaffold	na	na	JTFH01001497.1	<>	na	Primary Assembly	1397	na
decoy20331	unplaced-scaffold	na	na	JTFH01001498.1	<>	na	Primary Assembly	1395	na
decoy20332	unplaced-scaffold	na	na	JTFH01001499.1	<>	na	Primary Assembly	1392	na
decoy20333	unplaced-scaffold	na	na	JTFH01001500.1	<>	na	Primary Assembly	1388	na
decoy20334	unplaced-scaffold	na	na	JTFH01001501.1	<>	na	Primary Assembly	1386	na
decoy20335	unplaced-scaffold	na	na	JTFH01001502.1	<>	na	Primary Assembly	1382	na
decoy20336	unplaced-scaffold	na	na	JTFH01001503.1	<>	na	Primary Assembly	1381	na
decoy20337	unplaced-scaffold	na	na	JTFH01001504.1	<>	na	Primary Assembly	1379	na
decoy20338	unplaced-scaffold	na	na	JTFH01001505.1	<>	na	Primary Assembly	1376	na
decoy20339	unplaced-scaffold	na	na	JTFH01001506.1	<>	na	Primary Assembly	1374	na
decoy20340	unplaced-scaffold	na	na	JTFH01001507.1	<>	na	Primary Assembly	1374	na
decoy20341	unplaced-scaffold	na	na	JTFH01001508.1	<>	na	Primary Assembly	1373	na
decoy20342	unplaced-scaffold	na	na	JTFH01001509.1	<>	na	Primary Assembly	1373	na
decoy20343	unplaced-scaffold	na	na	JTFH01001510.1	<>	na	Primary Assembly	1372	na
decoy20344	unplaced-scaffold	na	na	JTFH01001511.1	<>	na	Primary Assembly	1370	na
decoy20345	unplaced-scaffold	na	na	JTFH01001512.1	<>	na	Primary Assembly	1367	na
decoy20347	unplaced-scaffold	na	na	JTFH01001513.1	<>	na	Primary Assembly	1365	na
decoy20348	unplaced-scaffold	na	na	JTFH01001514.1	<>	na	Primary Assembly	1364	na
decoy20349	unplaced-scaffold	na	na	JTFH01001515.1	<>	na	Primary Assembly	1361	na
decoy20350	unplaced-scaffold	na	na	JTFH01001516.1	<>	na	Primary Assembly	1361	na
decoy20351	unplaced-scaffold	na	na	JTFH01001517.1	<>	na	Primary Assembly	1355	na
decoy20352	unplaced-scaffold	na	na	JTFH01001518.1	<>	na	Primary Assembly	1355	na
decoy20353	unplaced-scaffold	na	na	JTFH01001519.1	<>	na	Primary Assembly	1354	na
decoy20354	unplaced-scaffold	na	na	JTFH01001520.1	<>	na	Primary Assembly	1353	na
decoy20356	unplaced-scaffold	na	na	JTFH01001521.1	<>	na	Primary Assembly	1349	na
decoy20357	unplaced-scaffold	na	na	JTFH01001522.1	<>	na	Primary Assembly	1345	na
decoy20358	unplaced-scaffold	na	na	JTFH01001523.1	<>	na	Primary Assembly	1344	na
decoy20359	unplaced-scaffold	na	na	JTFH01001524.1	<>	na	Primary Assembly	1343	na
decoy20361	unplaced-scaffold	na	na	JTFH01001525.1	<>	na	Primary Assembly	1338	na
decoy20362	unplaced-scaffold	na	na	JTFH01001526.1	<>	na	Primary Assembly	1338	na
decoy20363	unplaced-scaffold	na	na	JTFH01001527.1	<>	na	Primary Assembly	1338	na
decoy20364	unplaced-scaffold	na	na	JTFH01001528.1	<>	na	Primary Assembly	1336	na
decoy20365	unplaced-scaffold	na	na	JTFH01001529.1	<>	na	Primary Assembly	1333	na
decoy20366	unplaced-scaffold	na	na	JTFH01001530.1	<>	na	Primary Assembly	1333	na
decoy20367	unplaced-scaffold	na	na	JTFH01001531.1	<>	na	Primary Assembly	1332	na
decoy20368	unplaced-scaffold	na	na	JTFH01001532.1	<>	na	Primary Assembly	1324	na
decoy20369	unplaced-scaffold	na	na	JTFH01001533.1	<>	na	Primary Assembly	1323	na
decoy20370	unplaced-scaffold	na	na	JTFH01001534.1	<>	na	Primary Assembly	1323	na
decoy20371	unplaced-scaffold	na	na	JTFH01001535.1	<>	na	Primary Assembly	1320	na
decoy20372	unplaced-scaffold	na	na	JTFH01001536.1	<>	na	Primary Assembly	1320	na
decoy20373	unplaced-scaffold	na	na	JTFH01001537.1	<>	na	Primary Assembly	1317	na
decoy20374	unplaced-scaffold	na	na	JTFH01001538.1	<>	na	Primary Assembly	1316	na
decoy20375	unplaced-scaffold	na	na	JTFH01001539.1	<>	na	Primary Assembly	1304	na
decoy20376	unplaced-scaffold	na	na	JTFH01001540.1	<>	na	Primary Assembly	1304	na
decoy20377	unplaced-scaffold	na	na	JTFH01001541.1	<>	na	Primary Assembly	1303	na
decoy20378	unplaced-scaffold	na	na	JTFH01001542.1	<>	na	Primary Assembly	1302	na
decoy20379	unplaced-scaffold	na	na	JTFH01001543.1	<>	na	Primary Assembly	1301	na
decoy20380	unplaced-scaffold	na	na	JTFH01001544.1	<>	na	Primary Assembly	1300	na
decoy20382	unplaced-scaffold	na	na	JTFH01001545.1	<>	na	Primary Assembly	1298	na
decoy20383	unplaced-scaffold	na	na	JTFH01001546.1	<>	na	Primary Assembly	1297	na
decoy20384	unplaced-scaffold	na	na	JTFH01001547.1	<>	na	Primary Assembly	1295	na
decoy20385	unplaced-scaffold	na	na	JTFH01001548.1	<>	na	Primary Assembly	1284	na
decoy20386	unplaced-scaffold	na	na	JTFH01001549.1	<>	na	Primary Assembly	1283	na
decoy20387	unplaced-scaffold	na	na	JTFH01001550.1	<>	na	Primary Assembly	1283	na
decoy20388	unplaced-scaffold	na	na	JTFH01001551.1	<>	na	Primary Assembly	1279	na
decoy20389	unplaced-scaffold	na	na	JTFH01001552.1	<>	na	Primary Assembly	1278	na
decoy20390	unplaced-scaffold	na	na	JTFH01001553.1	<>	na	Primary Assembly	1271	na
decoy20391	unplaced-scaffold	na	na	JTFH01001554.1	<>	na	Primary Assembly	1271	na
decoy20392	unplaced-scaffold	na	na	JTFH01001555.1	<>	na	Primary Assembly	1268	na
decoy20395	unplaced-scaffold	na	na	JTFH01001556.1	<>	na	Primary Assembly	1264	na
decoy20396	unplaced-scaffold	na	na	JTFH01001557.1	<>	na	Primary Assembly	1263	na
decoy20397	unplaced-scaffold	na	na	JTFH01001558.1	<>	na	Primary Assembly	1262	na
decoy20398	unplaced-scaffold	na	na	JTFH01001559.1	<>	na	Primary Assembly	1261	na
decoy20399	unplaced-scaffold	na	na	JTFH01001560.1	<>	na	Primary Assembly	1260	na
decoy20400	unplaced-scaffold	na	na	JTFH01001561.1	<>	na	Primary Assembly	1259	na
decoy20401	unplaced-scaffold	na	na	JTFH01001562.1	<>	na	Primary Assembly	1259	na
decoy20402	unplaced-scaffold	na	na	JTFH01001563.1	<>	na	Primary Assembly	1258	na
decoy20403	unplaced-scaffold	na	na	JTFH01001564.1	<>	na	Primary Assembly	1256	na
decoy20404	unplaced-scaffold	na	na	JTFH01001565.1	<>	na	Primary Assembly	1253	na
decoy20405	unplaced-scaffold	na	na	JTFH01001566.1	<>	na	Primary Assembly	1248	na
decoy20406	unplaced-scaffold	na	na	JTFH01001567.1	<>	na	Primary Assembly	1248	na
decoy20407	unplaced-scaffold	na	na	JTFH01001568.1	<>	na	Primary Assembly	1246	na
decoy20408	unplaced-scaffold	na	na	JTFH01001569.1	<>	na	Primary Assembly	1246	na
decoy20409	unplaced-scaffold	na	na	JTFH01001570.1	<>	na	Primary Assembly	1244	na
decoy20410	unplaced-scaffold	na	na	JTFH01001571.1	<>	na	Primary Assembly	1238	na
decoy20411	unplaced-scaffold	na	na	JTFH01001572.1	<>	na	Primary Assembly	1238	na
decoy20413	unplaced-scaffold	na	na	JTFH01001573.1	<>	na	Primary Assembly	1236	na
decoy20414	unplaced-scaffold	na	na	JTFH01001574.1	<>	na	Primary Assembly	1234	na
decoy20415	unplaced-scaffold	na	na	JTFH01001575.1	<>	na	Primary Assembly	1234	na
decoy20417	unplaced-scaffold	na	na	JTFH01001576.1	<>	na	Primary Assembly	1231	na
decoy20418	unplaced-scaffold	na	na	JTFH01001577.1	<>	na	Primary Assembly	1231	na
decoy20419	unplaced-scaffold	na	na	JTFH01001578.1	<>	na	Primary Assembly	1230	na
decoy20420	unplaced-scaffold	na	na	JTFH01001579.1	<>	na	Primary Assembly	1230	na
decoy20421	unplaced-scaffold	na	na	JTFH01001580.1	<>	na	Primary Assembly	1228	na
decoy20422	unplaced-scaffold	na	na	JTFH01001581.1	<>	na	Primary Assembly	1227	na
decoy20423	unplaced-scaffold	na	na	JTFH01001582.1	<>	na	Primary Assembly	1222	na
decoy20424	unplaced-scaffold	na	na	JTFH01001583.1	<>	na	Primary Assembly	1222	na
decoy20426	unplaced-scaffold	na	na	JTFH01001584.1	<>	na	Primary Assembly	1221	na
decoy20427	unplaced-scaffold	na	na	JTFH01001585.1	<>	na	Primary Assembly	1221	na
decoy20428	unplaced-scaffold	na	na	JTFH01001586.1	<>	na	Primary Assembly	1220	na
decoy20429	unplaced-scaffold	na	na	JTFH01001587.1	<>	na	Primary Assembly	1218	na
decoy20430	unplaced-scaffold	na	na	JTFH01001588.1	<>	na	Primary Assembly	1218	na
decoy20431	unplaced-scaffold	na	na	JTFH01001589.1	<>	na	Primary Assembly	1216	na
decoy20432	unplaced-scaffold	na	na	JTFH01001590.1	<>	na	Primary Assembly	1216	na
decoy20433	unplaced-scaffold	na	na	JTFH01001591.1	<>	na	Primary Assembly	1212	na
decoy20434	unplaced-scaffold	na	na	JTFH01001592.1	<>	na	Primary Assembly	1210	na
decoy20435	unplaced-scaffold	na	na	JTFH01001593.1	<>	na	Primary Assembly	1209	na
decoy20436	unplaced-scaffold	na	na	JTFH01001594.1	<>	na	Primary Assembly	1208	na
decoy20437	unplaced-scaffold	na	na	JTFH01001595.1	<>	na	Primary Assembly	1208	na
decoy20439	unplaced-scaffold	na	na	JTFH01001596.1	<>	na	Primary Assembly	1206	na
decoy20440	unplaced-scaffold	na	na	JTFH01001597.1	<>	na	Primary Assembly	1205	na
decoy20441	unplaced-scaffold	na	na	JTFH01001598.1	<>	na	Primary Assembly	1205	na
decoy20443	unplaced-scaffold	na	na	JTFH01001599.1	<>	na	Primary Assembly	1202	na
decoy20444	unplaced-scaffold	na	na	JTFH01001600.1	<>	na	Primary Assembly	1200	na
decoy20445	unplaced-scaffold	na	na	JTFH01001601.1	<>	na	Primary Assembly	1199	na
decoy20446	unplaced-scaffold	na	na	JTFH01001602.1	<>	na	Primary Assembly	1198	na
decoy20447	unplaced-scaffold	na	na	JTFH01001603.1	<>	na	Primary Assembly	1198	na
decoy20448	unplaced-scaffold	na	na	JTFH01001604.1	<>	na	Primary Assembly	1198	na
decoy20449	unplaced-scaffold	na	na	JTFH01001605.1	<>	na	Primary Assembly	1195	na
decoy20450	unplaced-scaffold	na	na	JTFH01001606.1	<>	na	Primary Assembly	1194	na
decoy20451	unplaced-scaffold	na	na	JTFH01001607.1	<>	na	Primary Assembly	1191	na
decoy20452	unplaced-scaffold	na	na	JTFH01001608.1	<>	na	Primary Assembly	1189	na
decoy20453	unplaced-scaffold	na	na	JTFH01001609.1	<>	na	Primary Assembly	1188	na
decoy20454	unplaced-scaffold	na	na	JTFH01001610.1	<>	na	Primary Assembly	1180	na
decoy20455	unplaced-scaffold	na	na	JTFH01001611.1	<>	na	Primary Assembly	1180	na
decoy20456	unplaced-scaffold	na	na	JTFH01001612.1	<>	na	Primary Assembly	1179	na
decoy20458	unplaced-scaffold	na	na	JTFH01001613.1	<>	na	Primary Assembly	1172	na
decoy20461	unplaced-scaffold	na	na	JTFH01001614.1	<>	na	Primary Assembly	1168	na
decoy20462	unplaced-scaffold	na	na	JTFH01001615.1	<>	na	Primary Assembly	1166	na
decoy20463	unplaced-scaffold	na	na	JTFH01001616.1	<>	na	Primary Assembly	1157	na
decoy20464	unplaced-scaffold	na	na	JTFH01001617.1	<>	na	Primary Assembly	1156	na
decoy20465	unplaced-scaffold	na	na	JTFH01001618.1	<>	na	Primary Assembly	1156	na
decoy20466	unplaced-scaffold	na	na	JTFH01001619.1	<>	na	Primary Assembly	1155	na
decoy20467	unplaced-scaffold	na	na	JTFH01001620.1	<>	na	Primary Assembly	1154	na
decoy20468	unplaced-scaffold	na	na	JTFH01001621.1	<>	na	Primary Assembly	1154	na
decoy20469	unplaced-scaffold	na	na	JTFH01001622.1	<>	na	Primary Assembly	1149	na
decoy20470	unplaced-scaffold	na	na	JTFH01001623.1	<>	na	Primary Assembly	1143	na
decoy20471	unplaced-scaffold	na	na	JTFH01001624.1	<>	na	Primary Assembly	1143	na
decoy20473	unplaced-scaffold	na	na	JTFH01001625.1	<>	na	Primary Assembly	1140	na
decoy20474	unplaced-scaffold	na	na	JTFH01001626.1	<>	na	Primary Assembly	1137	na
decoy20475	unplaced-scaffold	na	na	JTFH01001627.1	<>	na	Primary Assembly	1135	na
decoy20476	unplaced-scaffold	na	na	JTFH01001628.1	<>	na	Primary Assembly	1135	na
decoy20477	unplaced-scaffold	na	na	JTFH01001629.1	<>	na	Primary Assembly	1135	na
decoy20478	unplaced-scaffold	na	na	JTFH01001630.1	<>	na	Primary Assembly	1127	na
decoy20479	unplaced-scaffold	na	na	JTFH01001631.1	<>	na	Primary Assembly	1127	na
decoy20480	unplaced-scaffold	na	na	JTFH01001632.1	<>	na	Primary Assembly	1126	na
decoy20482	unplaced-scaffold	na	na	JTFH01001633.1	<>	na	Primary Assembly	1123	na
decoy20483	unplaced-scaffold	na	na	JTFH01001634.1	<>	na	Primary Assembly	1123	na
decoy20484	unplaced-scaffold	na	na	JTFH01001635.1	<>	na	Primary Assembly	1123	na
decoy20485	unplaced-scaffold	na	na	JTFH01001636.1	<>	na	Primary Assembly	1122	na
decoy20486	unplaced-scaffold	na	na	JTFH01001637.1	<>	na	Primary Assembly	1122	na
decoy20487	unplaced-scaffold	na	na	JTFH01001638.1	<>	na	Primary Assembly	1121	na
decoy20488	unplaced-scaffold	na	na	JTFH01001639.1	<>	na	Primary Assembly	1121	na
decoy20489	unplaced-scaffold	na	na	JTFH01001640.1	<>	na	Primary Assembly	1119	na
decoy20490	unplaced-scaffold	na	na	JTFH01001641.1	<>	na	Primary Assembly	1119	na
decoy20491	unplaced-scaffold	na	na	JTFH01001642.1	<>	na	Primary Assembly	1119	na
decoy20492	unplaced-scaffold	na	na	JTFH01001643.1	<>	na	Primary Assembly	1118	na
decoy20494	unplaced-scaffold	na	na	JTFH01001644.1	<>	na	Primary Assembly	1115	na
decoy20495	unplaced-scaffold	na	na	JTFH01001645.1	<>	na	Primary Assembly	1106	na
decoy20496	unplaced-scaffold	na	na	JTFH01001646.1	<>	na	Primary Assembly	1106	na
decoy20498	unplaced-scaffold	na	na	JTFH01001647.1	<>	na	Primary Assembly	1104	na
decoy20499	unplaced-scaffold	na	na	JTFH01001648.1	<>	na	Primary Assembly	1102	na
decoy20500	unplaced-scaffold	na	na	JTFH01001649.1	<>	na	Primary Assembly	1101	na
decoy20502	unplaced-scaffold	na	na	JTFH01001650.1	<>	na	Primary Assembly	1098	na
decoy20503	unplaced-scaffold	na	na	JTFH01001651.1	<>	na	Primary Assembly	1098	na
decoy20505	unplaced-scaffold	na	na	JTFH01001652.1	<>	na	Primary Assembly	1096	na
decoy20506	unplaced-scaffold	na	na	JTFH01001653.1	<>	na	Primary Assembly	1096	na
decoy20507	unplaced-scaffold	na	na	JTFH01001654.1	<>	na	Primary Assembly	1095	na
decoy20508	unplaced-scaffold	na	na	JTFH01001655.1	<>	na	Primary Assembly	1093	na
decoy20509	unplaced-scaffold	na	na	JTFH01001656.1	<>	na	Primary Assembly	1090	na
decoy20510	unplaced-scaffold	na	na	JTFH01001657.1	<>	na	Primary Assembly	1089	na
decoy20512	unplaced-scaffold	na	na	JTFH01001658.1	<>	na	Primary Assembly	1087	na
decoy20513	unplaced-scaffold	na	na	JTFH01001659.1	<>	na	Primary Assembly	1087	na
decoy20514	unplaced-scaffold	na	na	JTFH01001660.1	<>	na	Primary Assembly	1085	na
decoy20515	unplaced-scaffold	na	na	JTFH01001661.1	<>	na	Primary Assembly	1085	na
decoy20516	unplaced-scaffold	na	na	JTFH01001662.1	<>	na	Primary Assembly	1085	na
decoy20517	unplaced-scaffold	na	na	JTFH01001663.1	<>	na	Primary Assembly	1083	na
decoy20518	unplaced-scaffold	na	na	JTFH01001664.1	<>	na	Primary Assembly	1080	na
decoy20519	unplaced-scaffold	na	na	JTFH01001665.1	<>	na	Primary Assembly	1080	na
decoy20520	unplaced-scaffold	na	na	JTFH01001666.1	<>	na	Primary Assembly	1079	na
decoy20521	unplaced-scaffold	na	na	JTFH01001667.1	<>	na	Primary Assembly	1079	na
decoy20522	unplaced-scaffold	na	na	JTFH01001668.1	<>	na	Primary Assembly	1079	na
decoy20523	unplaced-scaffold	na	na	JTFH01001669.1	<>	na	Primary Assembly	1075	na
decoy20524	unplaced-scaffold	na	na	JTFH01001670.1	<>	na	Primary Assembly	1074	na
decoy20525	unplaced-scaffold	na	na	JTFH01001671.1	<>	na	Primary Assembly	1073	na
decoy20526	unplaced-scaffold	na	na	JTFH01001672.1	<>	na	Primary Assembly	1070	na
decoy20528	unplaced-scaffold	na	na	JTFH01001673.1	<>	na	Primary Assembly	1068	na
decoy20530	unplaced-scaffold	na	na	JTFH01001674.1	<>	na	Primary Assembly	1067	na
decoy20531	unplaced-scaffold	na	na	JTFH01001675.1	<>	na	Primary Assembly	1066	na
decoy20532	unplaced-scaffold	na	na	JTFH01001676.1	<>	na	Primary Assembly	1066	na
decoy20533	unplaced-scaffold	na	na	JTFH01001677.1	<>	na	Primary Assembly	1066	na
decoy20534	unplaced-scaffold	na	na	JTFH01001678.1	<>	na	Primary Assembly	1063	na
decoy20535	unplaced-scaffold	na	na	JTFH01001679.1	<>	na	Primary Assembly	1063	na
decoy20536	unplaced-scaffold	na	na	JTFH01001680.1	<>	na	Primary Assembly	1063	na
decoy20537	unplaced-scaffold	na	na	JTFH01001681.1	<>	na	Primary Assembly	1062	na
decoy20538	unplaced-scaffold	na	na	JTFH01001682.1	<>	na	Primary Assembly	1058	na
decoy20539	unplaced-scaffold	na	na	JTFH01001683.1	<>	na	Primary Assembly	1056	na
decoy20540	unplaced-scaffold	na	na	JTFH01001684.1	<>	na	Primary Assembly	1052	na
decoy20541	unplaced-scaffold	na	na	JTFH01001685.1	<>	na	Primary Assembly	1051	na
decoy20542	unplaced-scaffold	na	na	JTFH01001686.1	<>	na	Primary Assembly	1051	na
decoy20543	unplaced-scaffold	na	na	JTFH01001687.1	<>	na	Primary Assembly	1050	na
decoy20544	unplaced-scaffold	na	na	JTFH01001688.1	<>	na	Primary Assembly	1048	na
decoy20545	unplaced-scaffold	na	na	JTFH01001689.1	<>	na	Primary Assembly	1046	na
decoy20546	unplaced-scaffold	na	na	JTFH01001690.1	<>	na	Primary Assembly	1046	na
decoy20547	unplaced-scaffold	na	na	JTFH01001691.1	<>	na	Primary Assembly	1045	na
decoy20548	unplaced-scaffold	na	na	JTFH01001692.1	<>	na	Primary Assembly	1043	na
decoy20549	unplaced-scaffold	na	na	JTFH01001693.1	<>	na	Primary Assembly	1038	na
decoy20550	unplaced-scaffold	na	na	JTFH01001694.1	<>	na	Primary Assembly	1036	na
decoy20551	unplaced-scaffold	na	na	JTFH01001695.1	<>	na	Primary Assembly	1035	na
decoy20552	unplaced-scaffold	na	na	JTFH01001696.1	<>	na	Primary Assembly	1035	na
decoy20553	unplaced-scaffold	na	na	JTFH01001697.1	<>	na	Primary Assembly	1035	na
decoy20554	unplaced-scaffold	na	na	JTFH01001698.1	<>	na	Primary Assembly	1033	na
decoy20555	unplaced-scaffold	na	na	JTFH01001699.1	<>	na	Primary Assembly	1032	na
decoy20556	unplaced-scaffold	na	na	JTFH01001700.1	<>	na	Primary Assembly	1031	na
decoy20557	unplaced-scaffold	na	na	JTFH01001701.1	<>	na	Primary Assembly	1026	na
decoy20558	unplaced-scaffold	na	na	JTFH01001702.1	<>	na	Primary Assembly	1026	na
decoy20559	unplaced-scaffold	na	na	JTFH01001703.1	<>	na	Primary Assembly	1026	na
decoy20560	unplaced-scaffold	na	na	JTFH01001704.1	<>	na	Primary Assembly	1023	na
decoy20561	unplaced-scaffold	na	na	JTFH01001705.1	<>	na	Primary Assembly	1022	na
decoy20562	unplaced-scaffold	na	na	JTFH01001706.1	<>	na	Primary Assembly	1020	na
decoy20563	unplaced-scaffold	na	na	JTFH01001707.1	<>	na	Primary Assembly	1020	na
decoy20564	unplaced-scaffold	na	na	JTFH01001708.1	<>	na	Primary Assembly	1020	na
decoy20565	unplaced-scaffold	na	na	JTFH01001709.1	<>	na	Primary Assembly	1019	na
decoy20566	unplaced-scaffold	na	na	JTFH01001710.1	<>	na	Primary Assembly	1018	na
decoy20567	unplaced-scaffold	na	na	JTFH01001711.1	<>	na	Primary Assembly	1018	na
decoy20568	unplaced-scaffold	na	na	JTFH01001712.1	<>	na	Primary Assembly	1017	na
decoy20570	unplaced-scaffold	na	na	JTFH01001713.1	<>	na	Primary Assembly	1015	na
decoy20571	unplaced-scaffold	na	na	JTFH01001714.1	<>	na	Primary Assembly	1015	na
decoy20572	unplaced-scaffold	na	na	JTFH01001715.1	<>	na	Primary Assembly	1015	na
decoy20573	unplaced-scaffold	na	na	JTFH01001716.1	<>	na	Primary Assembly	1014	na
decoy20574	unplaced-scaffold	na	na	JTFH01001717.1	<>	na	Primary Assembly	1014	na
decoy20575	unplaced-scaffold	na	na	JTFH01001718.1	<>	na	Primary Assembly	1013	na
decoy20576	unplaced-scaffold	na	na	JTFH01001719.1	<>	na	Primary Assembly	1013	na
decoy20577	unplaced-scaffold	na	na	JTFH01001720.1	<>	na	Primary Assembly	1013	na
decoy20578	unplaced-scaffold	na	na	JTFH01001721.1	<>	na	Primary Assembly	1012	na
decoy20579	unplaced-scaffold	na	na	JTFH01001722.1	<>	na	Primary Assembly	1011	na
decoy20580	unplaced-scaffold	na	na	JTFH01001723.1	<>	na	Primary Assembly	1011	na
decoy20581	unplaced-scaffold	na	na	JTFH01001724.1	<>	na	Primary Assembly	1009	na
decoy20582	unplaced-scaffold	na	na	JTFH01001725.1	<>	na	Primary Assembly	1008	na
decoy20583	unplaced-scaffold	na	na	JTFH01001726.1	<>	na	Primary Assembly	1008	na
decoy20584	unplaced-scaffold	na	na	JTFH01001727.1	<>	na	Primary Assembly	1007	na
decoy20585	unplaced-scaffold	na	na	JTFH01001728.1	<>	na	Primary Assembly	1007	na
decoy20586	unplaced-scaffold	na	na	JTFH01001729.1	<>	na	Primary Assembly	1007	na
decoy20588	unplaced-scaffold	na	na	JTFH01001730.1	<>	na	Primary Assembly	1006	na
decoy20589	unplaced-scaffold	na	na	JTFH01001731.1	<>	na	Primary Assembly	1005	na
decoy20590	unplaced-scaffold	na	na	JTFH01001732.1	<>	na	Primary Assembly	1003	na
decoy20591	unplaced-scaffold	na	na	JTFH01001733.1	<>	na	Primary Assembly	1001	na
decoy20592	unplaced-scaffold	na	na	JTFH01001734.1	<>	na	Primary Assembly	1000	na
decoy30002	unplaced-scaffold	na	na	JTFH01001735.1	<>	na	Primary Assembly	19311	na
decoy30004	unplaced-scaffold	na	na	JTFH01001736.1	<>	na	Primary Assembly	11713	na
decoy30005	unplaced-scaffold	na	na	JTFH01001737.1	<>	na	Primary Assembly	11263	na
decoy30006	unplaced-scaffold	na	na	JTFH01001738.1	<>	na	Primary Assembly	9779	na
decoy30007	unplaced-scaffold	na	na	JTFH01001739.1	<>	na	Primary Assembly	9568	na
decoy30008	unplaced-scaffold	na	na	JTFH01001740.1	<>	na	Primary Assembly	9344	na
decoy30009	unplaced-scaffold	na	na	JTFH01001741.1	<>	na	Primary Assembly	9188	na
decoy30010	unplaced-scaffold	na	na	JTFH01001742.1	<>	na	Primary Assembly	9100	na
decoy30011	unplaced-scaffold	na	na	JTFH01001743.1	<>	na	Primary Assembly	8771	na
decoy30012	unplaced-scaffold	na	na	JTFH01001744.1	<>	na	Primary Assembly	8690	na
decoy30013	unplaced-scaffold	na	na	JTFH01001745.1	<>	na	Primary Assembly	8566	na
decoy30015	unplaced-scaffold	na	na	JTFH01001746.1	<>	na	Primary Assembly	8058	na
